field_type,ID,Location,Taxa,Numeric,Time,Time,Categorical,Comments
6950,19_01_28_3,OP Belian,NA,7,00:13:02,08:13:02 AM,A,NA
6951,19_01_28_3,OP Belian,Spotted Dove,15,00:13:03,08:13:03 AM,A,NA
6952,19_01_28_3,OP Belian,Zebra Dove,8,00:14:12,08:14:12 AM,A,NA
6953,19_01_28_3,OP Belian,Yellow-vented Bulbul,5,00:16:01,08:16:01 AM,A,NA
6954,19_01_28_3,OP Belian,Slender-billed Crow,60,00:18:09,08:18:09 AM,A,NA
6955,19_01_28_3,OP Belian,Bold-striped Tit-babbler,30,NA,NA,A,NA
6956,19_01_28_3,OP Belian,Pacific Swallow,NA,NA,NA,A,NA
6957,19_01_28_3,OP Belian,Yellow-vented Bulbul,12,NA,NA,V,NA
6958,19_01_28_3,OP Belian,Yellow-vented Bulbul,12,NA,NA,V,NA
6959,19_01_28_4,OP Belian,Malaysian Pied Fantail,7,00:00:06,09:00:06 AM,V,NA
6960,19_01_28_4,OP Belian,Plaintive Cuckoo,25,00:00:07,09:00:07 AM,A,NA
6961,19_01_28_4,OP Belian,Human noise,40,00:00:21,09:00:21 AM,A,NA
6962,19_01_28_4,OP Belian,Bold-striped Tit-babbler,15,00:00:37,09:00:37 AM,A,NA
6963,19_01_28_4,OP Belian,Hose's Bush Frog,5,00:00:53,09:00:53 AM,A,NA
6964,19_01_28_4,OP Belian,Bold-striped Tit-babbler,10,00:00:55,09:00:55 AM,A,NA
6965,19_01_28_4,OP Belian,Yellow-vented Bulbul,20,00:01:04,09:01:04 AM,A,NA
6966,19_01_28_4,OP Belian,NA,10,00:01:11,09:01:11 AM,A,NA
6967,19_01_28_4,OP Belian,Yellow-bellied Prinia,15,00:01:23,09:01:23 AM,A,NA
6968,19_01_28_4,OP Belian,Striated Grassbird,12,00:01:37,09:01:37 AM,A,NA
6969,19_01_28_4,OP Belian,Bold-striped Tit-babbler,6,00:02:37,09:02:37 AM,A,NA
6970,19_01_28_4,OP Belian,Human noise,20,00:06:43,09:06:43 AM,A,NA
6971,19_01_28_4,OP Belian,Human noise,5,00:11:50,09:11:50 AM,A,NA
6972,19_01_28_4,OP Belian,Human noise,1,00:13:01,09:13:01 AM,A,NA
6973,19_01_28_4,OP Belian,Striated Grassbird,15,00:13:38,09:13:38 AM,A,NA
6974,19_01_28_4,OP Belian,Human noise,2,00:14:34,09:14:34 AM,A,NA
6975,19_01_28_4,OP Belian,Yellow-vented Bulbul,8,00:15:11,09:15:11 AM,A,NA
6976,19_01_28_4,OP Belian,Pacific Swallow,NA,00:16:19,09:16:19 AM,A,NA
6977,19_01_28_4,OP Belian,Human noise,10,00:17:13,09:17:13 AM,A,NA
6978,19_01_28_4,OP Belian,Slender-billed Crow,70,00:19:19,09:19:19 AM,A,NA
6979,19_01_28_5,OP Belian,Yellow-bellied Prinia,10,00:00:04,10:00:04 AM,A,NA
6980,19_01_28_5,OP Belian,Yellow-vented Bulbul,9,00:00:13,10:00:13 AM,A,NA
6981,19_01_28_5,OP Belian,Yellow-bellied Prinia,8,00:00:14,10:00:14 AM,A,NA
6982,19_01_28_5,OP Belian,Rufous-tailed Tailorbird,50,00:00:38,10:00:38 AM,A,NA
6983,19_01_28_5,OP Belian,Munia,12,00:00:48,10:00:48 AM,A,NA
6984,19_01_28_5,OP Belian,Bold-striped Tit-babbler,11,00:01:17,10:01:17 AM,A,NA
6985,19_01_28_5,OP Belian,Striated Grassbird,25,00:01:21,10:01:21 AM,A,NA
6986,19_01_28_5,OP Belian,Bold-striped Tit-babbler,15,00:01:27,10:01:27 AM,A,NA
6987,19_01_28_5,OP Belian,Bold-striped Tit-babbler,15,00:01:27,10:01:27 AM,A,NA
6988,19_01_28_5,OP Belian,Yellow-vented Bulbul,7,00:02:30,10:02:30 AM,V,NA
6989,19_01_28_5,OP Belian,Yellow-vented Bulbul,10,00:02:47,10:02:47 AM,A,NA
6990,19_01_28_5,OP Belian,Yellow-vented Bulbul,10,00:02:47,10:02:47 AM,A,NA
6991,19_01_28_5,OP Belian,Bold-striped Tit-babbler,30,00:03:11,10:03:11 AM,A,NA
6992,19_01_28_5,OP Belian,Yellow-bellied Prinia,9,00:04:32,10:04:32 AM,A,NA
6993,19_01_28_5,OP Belian,Lesser Coucal,30,00:09:10,10:09:10 AM,A,NA
6994,19_01_28_5,OP Belian,Plaintive Cuckoo,30,00:10:31,10:10:31 AM,A,NA
6995,19_01_28_5,OP Belian,Yellow-vented Bulbul,10,00:16:43,10:16:43 AM,V,NA
6996,19_01_28_5,OP Belian,Human noise,15,00:16:54,10:16:54 AM,A,NA
6997,19_01_28_5,OP Belian,House Gecko,7,00:19:09,10:19:09 AM,A,NA
6998,19_01_28_6,OP Belian,Bold-striped Tit-babbler,7,00:00:04,11:00:04 AM,A,NA
6999,19_01_28_6,OP Belian,Bold-striped Tit-babbler,15,00:00:18,11:00:18 AM,A,NA
7000,19_01_28_6,OP Belian,Bold-striped Tit-babbler,4,00:00:24,11:00:24 AM,A,NA
7001,19_01_28_6,OP Belian,Bold-striped Tit-babbler,30,00:00:30,11:00:30 AM,A,NA
7002,19_01_28_6,OP Belian,Striated Grassbird,20,00:00:39,11:00:39 AM,A,NA
7003,19_01_28_6,OP Belian,Rufous-tailed Tailorbird,50,00:00:43,11:00:43 AM,A,NA
7004,19_01_28_6,OP Belian,Plaintive Cuckoo,40,00:00:54,11:00:54 AM,A,NA
7005,19_01_28_6,OP Belian,Malaysian Pied Fantail,20,00:01:06,11:01:06 AM,A,NA
7006,19_01_28_6,OP Belian,Oriental Magpie Robin,15,00:01:21,11:01:21 AM,AV,NA
7007,19_01_28_6,OP Belian,Yellow-vented Bulbul,10,00:01:43,11:01:43 AM,A,NA
7008,19_01_28_6,OP Belian,Yellow-bellied Prinia,10,00:05:35,11:05:35 AM,A,NA
7009,19_01_28_6,OP Belian,Swift,NA,NA,NA,A,NA
7010,19_01_28_6,OP Belian,Yellow-bellied Prinia,15,NA,NA,A,NA
7011,19_01_28_6,OP Belian,Yellow-vented Bulbul,10,NA,NA,V,NA
7012,19_01_28_6,OP Belian,Yellow-vented Bulbul,30,NA,NA,A,NA
7013,19_01_29_1,OP3 843,Bold-striped Tit-babbler,6,00:00:00,06:11:00 AM,A,NA
7014,19_01_29_1,OP3 843,Bold-striped Tit-babbler,6,00:00:00,06:11:00 AM,A,NA
7015,19_01_29_1,OP3 843,Bold-striped Tit-babbler,10,00:00:00,06:11:00 AM,A,NA
7016,19_01_29_1,OP3 843,Bold-striped Tit-babbler,10,00:00:00,06:11:00 AM,A,NA
7017,19_01_29_1,OP3 843,Bold-striped Tit-babbler,10,00:00:00,06:11:00 AM,A,NA
7018,19_01_29_1,OP3 843,Bold-striped Tit-babbler,10,00:00:00,06:11:00 AM,A,NA
7019,19_01_29_1,OP3 843,Oriental Magpie Robin,15,00:00:00,06:11:00 AM,A,NA
7020,19_01_29_1,OP3 843,Oriental Magpie Robin,20,00:01:21,06:12:21 AM,A,NA
7021,19_01_29_1,OP3 843,Human noise,80,00:01:32,06:12:32 AM,A,rooster
7022,19_01_29_1,OP3 843,House Gecko,10,00:02:13,06:13:13 AM,A,NA
7023,19_01_29_1,OP3 843,Yellow-vented Bulbul,10,00:03:51,06:14:51 AM,A,NA
7024,19_01_29_1,OP3 843,Grass Frog,3,00:03:59,06:14:59 AM,V,NA
7025,19_01_29_1,OP3 843,House Gecko,10,00:04:45,06:15:45 AM,A,NA
7026,19_01_29_1,OP3 843,Yellow-vented Bulbul,8,00:06:56,06:17:56 AM,A,NA
7027,19_01_29_1,OP3 843,House Gecko,7,00:07:23,06:18:23 AM,A,NA
7028,19_01_29_1,OP3 843,House Gecko,5,00:09:14,06:20:14 AM,A,NA
7029,19_01_29_1,OP3 843,Yellow-bellied Prinia,11,00:09:47,06:20:47 AM,A,NA
7030,19_01_29_1,OP3 843,Ashy Tailorbird,30,00:10:21,06:21:21 AM,A,NA
7031,19_01_29_1,OP3 843,Rufous-tailed Tailorbird,30,00:16:16,06:27:16 AM,A,NA
7032,19_01_29_1,OP3 843,Greater Coucal,50,00:16:30,06:27:30 AM,A,NA
7033,19_01_29_1,OP3 843,Spotted Dove,30,00:17:25,06:28:25 AM,A,NA
7034,19_01_29_1,OP3 843,NA,2,00:19:43,06:30:43 AM,A,NA
7035,19_01_29_2,OP3 843,Common Emerald Dove,30,00:00:00,07:00:00 AM,A,NA
7036,19_01_29_2,OP3 843,Greater Coucal,30,00:00:08,07:00:08 AM,A,NA
7037,19_01_29_2,OP3 843,Greater Coucal,30,00:00:08,07:00:08 AM,A,NA
7038,19_01_29_2,OP3 843,Bold-striped Tit-babbler,10,00:00:15,07:00:15 AM,A,NA
7039,19_01_29_2,OP3 843,Bold-striped Tit-babbler,10,00:00:15,07:00:15 AM,A,NA
7040,19_01_29_2,OP3 843,Yellow-vented Bulbul,15,00:00:20,07:00:20 AM,A,NA
7041,19_01_29_2,OP3 843,Malaysian Pied Fantail,10,00:00:46,07:00:46 AM,V,also at 18:19
7042,19_01_29_2,OP3 843,Malaysian Pied Fantail,10,00:00:46,07:00:46 AM,V,NA
7043,19_01_29_2,OP3 843,Yellow-bellied Prinia,15,00:01:17,07:01:17 AM,A,NA
7044,19_01_29_2,OP3 843,Bold-striped Tit-babbler,8,00:01:19,07:01:19 AM,A,NA
7045,19_01_29_2,OP3 843,Bold-striped Tit-babbler,10,00:03:11,07:03:11 AM,A,NA
7046,19_01_29_2,OP3 843,Rufous-tailed Tailorbird,20,00:05:50,07:05:50 AM,A,NA
7047,19_01_29_2,OP3 843,Yellow-vented Bulbul,12,00:06:02,07:06:02 AM,A,NA
7048,19_01_29_2,OP3 843,House Gecko,6,00:08:16,07:08:16 AM,A,NA
7049,19_01_29_2,OP3 843,Spotted Dove,30,00:08:51,07:08:51 AM,A,NA
7050,19_01_29_2,OP3 843,Crimson Sunbird,15,00:10:56,07:10:56 AM,A,NA
7051,19_01_29_2,OP3 843,Lesser Coucal,NA,NA,NA,A,NA
7052,19_01_29_2,OP3 843,Yellow-vented Bulbul,17,NA,NA,A,NA
7053,19_01_29_3,OP3 843,Common Emerald Dove,NA,00:00:00,08:00:00 AM,A,NA
7054,19_01_29_3,OP3 843,Bold-striped Tit-babbler,15,00:00:10,08:00:10 AM,A,NA
7055,19_01_29_3,OP3 843,Bold-striped Tit-babbler,15,00:00:10,08:00:10 AM,A,NA
7056,19_01_29_3,OP3 843,Rufous-tailed Tailorbird,50,00:00:29,08:00:29 AM,A,NA
7057,19_01_29_3,OP3 843,Human noise,20,00:01:00,08:01:00 AM,A,NA
7058,19_01_29_3,OP3 843,Bold-striped Tit-babbler,10,00:01:06,08:01:06 AM,A,NA
7059,19_01_29_3,OP3 843,Yellow-bellied Prinia,20,00:01:15,08:01:15 AM,A,NA
7060,19_01_29_3,OP3 843,Malaysian Pied Fantail,30,00:01:28,08:01:28 AM,A,NA
7061,19_01_29_3,OP3 843,Plaintive Cuckoo,40,00:01:29,08:01:29 AM,A,NA
7062,19_01_29_3,OP3 843,Bold-striped Tit-babbler,10,00:02:07,08:02:07 AM,A,NA
7063,19_01_29_3,OP3 843,Chestnut Munia,15,00:02:22,08:02:22 AM,A,NA
7064,19_01_29_3,OP3 843,Yellow-bellied Prinia,10,00:04:34,08:04:34 AM,A,NA
7065,19_01_29_3,OP3 843,Rufous-tailed Tailorbird,25,00:04:44,08:04:44 AM,A,NA
7066,19_01_29_3,OP3 843,House Gecko,7,00:05:27,08:05:27 AM,A,NA
7067,19_01_29_3,OP3 843,House Gecko,11,00:08:44,08:08:44 AM,A,NA
7068,19_01_29_3,OP3 843,Human noise,15,00:11:00,08:11:00 AM,A,NA
7069,19_01_29_3,OP3 843,Yellow-vented Bulbul,10,00:11:13,08:11:13 AM,A,NA
7070,19_01_29_3,OP3 843,Yellow-vented Bulbul,15,00:12:19,08:12:19 AM,A,NA
7071,19_01_29_3,OP3 843,Dicaeidae,7,00:13:42,08:13:42 AM,A,NA
7072,19_01_29_3,OP3 843,Greater Coucal,40,00:14:10,08:14:10 AM,A,NA
7073,19_01_29_3,OP3 843,Blue-crowned Hanging Parrot,6,00:16:37,08:16:37 AM,A,NA
7074,19_01_29_3,OP3 843,Human noise,15,00:18:00,08:18:00 AM,A,NA
7075,19_01_29_3,OP3 843,Yellow-vented Bulbul,NA,NA,NA,A,NA
7076,19_01_29_4,OP3 843,Bold-striped Tit-babbler,20,00:00:00,09:00:00 AM,A,NA
7077,19_01_29_4,OP3 843,Bold-striped Tit-babbler,20,00:00:00,09:00:00 AM,A,NA
7078,19_01_29_4,OP3 843,Bold-striped Tit-babbler,20,00:00:00,09:00:00 AM,A,NA
7079,19_01_29_4,OP3 843,Common Emerald Dove,25,00:00:00,09:00:00 AM,A,NA
7080,19_01_29_4,OP3 843,Human noise,20,00:00:00,09:00:00 AM,A,NA
7081,19_01_29_4,OP3 843,Spotted Dove,40,00:00:49,09:00:49 AM,A,NA
7082,19_01_29_4,OP3 843,House Gecko,6,00:00:51,09:00:51 AM,A,NA
7083,19_01_29_4,OP3 843,House Gecko,10,00:00:53,09:00:53 AM,A,NA
7084,19_01_29_4,OP3 843,House Gecko,12,00:01:14,09:01:14 AM,A,NA
7085,19_01_29_4,OP3 843,Rufous-tailed Tailorbird,35,00:01:15,09:01:15 AM,A,NA
7086,19_01_29_4,OP3 843,Yellow-vented Bulbul,15,00:01:56,09:01:56 AM,A,NA
7087,19_01_29_4,OP3 843,Greater Coucal,45,00:02:06,09:02:06 AM,A,NA
7088,19_01_29_4,OP3 843,Yellow-vented Bulbul,20,00:02:17,09:02:17 AM,A,NA
7089,19_01_29_4,OP3 843,Yellow-bellied Prinia,30,00:03:41,09:03:41 AM,A,NA
7090,19_01_29_4,OP3 843,Rufous-tailed Tailorbird,10,00:04:37,09:04:37 AM,A,NA
7091,19_01_29_4,OP3 843,Bold-striped Tit-babbler,15,00:05:01,09:05:01 AM,A,NA
7092,19_01_29_4,OP3 843,Rufous-tailed Tailorbird,17,00:05:16,09:05:16 AM,A,NA
7093,19_01_29_4,OP3 843,Spotted Dove,23,00:09:28,09:09:28 AM,A,NA
7094,19_01_29_4,OP3 843,Slender-billed Crow,60,00:18:32,09:18:32 AM,A,NA
7095,19_01_29_4,OP3 843,Plaintive Cuckoo,40,NA,NA,A,NA
7096,19_01_29_4,OP3 843,Yellow-vented Bulbul,15,NA,NA,A,NA
7097,19_01_29_5,OP3 843,Yellow-bellied Prinia,15,00:00:11,10:00:11 AM,A,NA
7098,19_01_29_5,OP3 843,Yellow-vented Bulbul,10,00:00:16,10:00:16 AM,A,NA
7099,19_01_29_5,OP3 843,Yellow-bellied Prinia,11,00:00:26,10:00:26 AM,A,NA
7100,19_01_29_5,OP3 843,House Gecko,10,00:00:34,10:00:34 AM,A,NA
7101,19_01_29_5,OP3 843,Bold-striped Tit-babbler,20,00:00:38,10:00:38 AM,A,NA
7102,19_01_29_5,OP3 843,Bold-striped Tit-babbler,20,00:00:38,10:00:38 AM,A,NA
7103,19_01_29_5,OP3 843,Bold-striped Tit-babbler,20,00:00:38,10:00:38 AM,A,NA
7104,19_01_29_5,OP3 843,Dusky Munia,10,00:01:27,10:01:27 AM,A,NA
7105,19_01_29_5,OP3 843,Dusky Munia,10,00:01:27,10:01:27 AM,A,NA
7106,19_01_29_5,OP3 843,Dusky Munia,10,00:01:27,10:01:27 AM,A,NA
7107,19_01_29_5,OP3 843,Common Emerald Dove,35,00:01:30,10:01:30 AM,A,NA
7108,19_01_29_5,OP3 843,Plaintive Cuckoo,35,00:01:48,10:01:48 AM,A,NA
7109,19_01_29_5,OP3 843,Spotted Dove,30,00:02:14,10:02:14 AM,A,NA
7110,19_01_29_5,OP3 843,Yellow-bellied Prinia,20,00:02:34,10:02:34 AM,A,NA
7111,19_01_29_5,OP3 843,Lesser Coucal,40,00:04:22,10:04:22 AM,A,NA
7112,19_01_29_5,OP3 843,Greater Coucal,40,00:04:43,10:04:43 AM,A,NA
7113,19_01_29_5,OP3 843,Malaysian Pied Fantail,30,00:05:01,10:05:01 AM,A,NA
7114,19_01_29_5,OP3 843,Bold-striped Tit-babbler,30,00:05:10,10:05:10 AM,A,NA
7115,19_01_29_5,OP3 843,Rufous-tailed Tailorbird,10,00:07:55,10:07:55 AM,A,NA
7116,19_01_29_5,OP3 843,House Gecko,8,00:11:59,10:11:59 AM,A,NA
7117,19_01_29_5,OP3 843,Yellow-vented Bulbul,17,00:15:05,10:15:05 AM,A,NA
7118,19_01_29_5,OP3 843,Oriental Magpie Robin,20,00:16:19,10:16:19 AM,A,NA
7119,19_01_29_6,OP3 843,Yellow-bellied Prinia,17,00:00:00,11:00:00 AM,A,NA
7120,19_01_29_6,OP3 843,Lesser Coucal,35,00:00:11,11:00:11 AM,A,NA
7121,19_01_29_6,OP3 843,Yellow-vented Bulbul,30,00:00:28,11:00:28 AM,A,NA
7122,19_01_29_6,OP3 843,Plaintive Cuckoo,30,00:00:40,11:00:40 AM,A,NA
7123,19_01_29_6,OP3 843,House Gecko,10,00:00:58,11:00:58 AM,A,NA
7124,19_01_29_6,OP3 843,House Gecko,15,00:01:00,11:01:00 AM,A,NA
7125,19_01_29_6,OP3 843,Bold-striped Tit-babbler,20,00:01:19,11:01:19 AM,A,NA
7126,19_01_29_6,OP3 843,Yellow-vented Bulbul,15,00:01:45,11:01:45 AM,A,NA
7127,19_01_29_6,OP3 843,Bold-striped Tit-babbler,15,00:02:26,11:02:26 AM,A,NA
7128,19_01_29_6,OP3 843,Bold-striped Tit-babbler,15,00:02:26,11:02:26 AM,A,NA
7129,19_01_29_6,OP3 843,Yellow-bellied Prinia,20,00:02:30,11:02:30 AM,A,NA
7130,19_01_29_6,OP3 843,Spotted Dove,25,00:03:26,11:03:26 AM,A,NA
7131,19_01_29_6,OP3 843,Rufous-tailed Tailorbird,35,00:03:46,11:03:46 AM,A,NA
7132,19_01_29_6,OP3 843,Bold-striped Tit-babbler,30,00:04:35,11:04:35 AM,A,NA
7133,19_01_29_6,OP3 843,House Gecko,8,00:04:58,11:04:58 AM,A,NA
7134,19_01_29_6,OP3 843,Orange-bellied Flowerpecker,10,00:07:23,11:07:23 AM,A,NA
7135,19_01_29_6,OP3 843,Common Emerald Dove,25,00:08:21,11:08:21 AM,A,NA
7136,19_01_29_6,OP3 843,Rufous-tailed Tailorbird,30,00:10:04,11:10:04 AM,A,NA
7137,19_01_29_6,OP3 843,Rufous-tailed Tailorbird,30,00:10:04,11:10:04 AM,A,NA
7138,19_01_29_6,OP3 843,Slender-billed Crow,60,00:11:11,11:11:11 AM,A,NA
7139,19_01_29_6,OP3 843,Slender-billed Crow,60,00:11:11,11:11:11 AM,A,NA
7140,19_01_29_6,OP3 843,Slender-billed Crow,60,00:11:11,11:11:11 AM,A,NA
7141,19_01_29_6,OP3 843,Malaysian Pied Fantail,30,00:15:36,11:15:36 AM,A,NA
7142,19_01_29_6,OP3 843,Yellow-vented Bulbul,20,00:15:49,11:15:49 AM,A,NA
7143,19_01_30_1,VJR 2,Rufous-crowned Babbler,30,00:00:00,06:11:00 AM,A,NA
7144,19_01_30_1,VJR 2,Rufous-crowned Babbler,30,00:00:00,06:11:00 AM,A,NA
7145,19_01_30_1,VJR 2,Bornean Gibbon,300,00:00:06,06:11:06 AM,A,NA
7146,19_01_30_1,VJR 2,Sambar Deer,40,00:00:11,06:11:11 AM,A,NA
7147,19_01_30_1,VJR 2,White-crowned Shama,30,00:01:04,06:12:04 AM,A,"also at 3:20. AD124, AD128"
7148,19_01_30_1,VJR 2,Timaliidae,10,00:02:09,06:13:09 AM,A,shhrwt shhhrt
7149,19_01_30_1,VJR 2,Little Spiderhunter,15,00:03:02,06:14:02 AM,A,checheche
7150,19_01_30_1,VJR 2,Chestnut-backed Scimitar Babbler,40,00:03:49,06:14:49 AM,A,NA
7151,19_01_30_1,VJR 2,Black-and-yellow Broadbill,25,00:04:20,06:15:20 AM,A,NA
7152,19_01_30_1,VJR 2,Picidae,25,00:04:30,06:15:30 AM,A,kikikikiki…
7153,19_01_30_1,VJR 2,Timaliidae,5,00:06:16,06:17:16 AM,A,Ba sps
7154,19_01_30_1,VJR 2,Square-tailed Drongo Cuckoo,40,00:06:43,06:17:43 AM,A,NA
7155,19_01_30_1,VJR 2,Golden-whiskered Barbet,40,00:06:47,06:17:47 AM,A,NA
7156,19_01_30_1,VJR 2,NA,7,00:07:09,06:18:09 AM,A,Thuuu = scalycrowned/sootycapped
7157,19_01_30_1,VJR 2,Sooty-capped Babbler,35,00:07:41,06:18:41 AM,A,NA
7158,19_01_30_1,VJR 2,Dicaeidae,30,00:08:00,06:19:00 AM,A,NA
7159,19_01_30_1,VJR 2,Chestnut-backed Scimitar Babbler,25,00:09:37,06:20:37 AM,A,NA
7160,19_01_30_1,VJR 2,Oriental Dwarf Kingfisher,25,00:09:52,06:20:52 AM,A,NA
7161,19_01_30_1,VJR 2,NA,20,00:11:03,06:22:03 AM,A,Tzi-tzi-tzi-tzi = yellow-breasted?
7162,19_01_30_1,VJR 2,NA,20,00:11:03,06:22:03 AM,A,NA
7163,19_01_30_1,VJR 2,Arachnothera,17,00:11:29,06:22:29 AM,A,#NAME?
7164,19_01_30_1,VJR 2,NA,17,00:12:00,06:23:00 AM,A,AD125
7165,19_01_30_1,VJR 2,NA,25,00:13:53,06:24:53 AM,A,Gkakakakaka = bird?
7166,19_01_30_1,VJR 2,Blue-eared Barbet,35,00:14:23,06:25:23 AM,A,AD126
7167,19_01_30_1,VJR 2,Little Spiderhunter,15,00:17:38,06:28:38 AM,A,NA
7168,19_01_30_1,VJR 2,Rufous-fronted Babbler,35,00:17:54,06:28:54 AM,A,NA
7169,19_01_30_1,VJR 2,Chestnut-winged Babbler,40,00:18:01,06:29:01 AM,A,NA
7170,19_01_30_1,VJR 2,Buff-vented Bulbul,30,00:18:31,06:29:31 AM,A,NA
7171,19_01_30_1,VJR 2,Short-tailed Babbler,25,00:18:59,06:29:59 AM,A,AD127
7172,19_01_30_1,VJR 2,Rhinoceros Hornbill,50,00:19:29,06:30:29 AM,A,"flying over, heard wingslap. Also at 19:54"
7173,19_01_30_1,VJR 2,Black-naped Monarch,25,NA,NA,A,NA
7174,19_01_30_2,VJR 2,Chestnut-winged Babbler,25,00:00:07,07:00:07 AM,A,also at 8:59
7175,19_01_30_2,VJR 2,Rufous-fronted Babbler,25,00:00:14,07:00:14 AM,A,NA
7176,19_01_30_2,VJR 2,NA,NA,00:00:21,07:00:21 AM,A,tailorbird?
7177,19_01_30_2,VJR 2,Malacopteron,20,00:00:22,07:00:22 AM,A,witoo. Also at 8:50
7178,19_01_30_2,VJR 2,Malacopteron,20,00:00:22,07:00:22 AM,A,NA
7179,19_01_30_2,VJR 2,Dicaeidae,25,00:01:02,07:01:02 AM,A,Tsi-si-si-si-si-si. Also at 9:11
7180,19_01_30_2,VJR 2,Chestnut-backed Scimitar Babbler,35,00:02:17,07:02:17 AM,A,NA
7181,19_01_30_2,VJR 2,White-crowned Shama,35,00:02:30,07:02:30 AM,A,also at 8:36
7182,19_01_30_2,VJR 2,Chestnut-winged Babbler,35,00:02:32,07:02:32 AM,A,also at 9:58. AD129
7183,19_01_30_2,VJR 2,Arachnothera,25,00:03:18,07:03:18 AM,A,cheche fast
7184,19_01_30_2,VJR 2,Green Iora,25,00:03:32,07:03:32 AM,A,or streaked bulbul
7185,19_01_30_2,VJR 2,Little Spiderhunter,5,00:03:53,07:03:53 AM,A,NA
7186,19_01_30_2,VJR 2,Ferruginous Babbler,35,00:04:23,07:04:23 AM,A,NA
7187,19_01_30_2,VJR 2,Black-crowned Pitta,50,00:05:37,07:05:37 AM,A,NA
7188,19_01_30_2,VJR 2,Red-throated Barbet,45,00:06:16,07:06:16 AM,A,chonk chonk
7189,19_01_30_2,VJR 2,NA,NA,00:07:11,07:07:11 AM,A,yuhina
7190,19_01_30_2,VJR 2,Chestnut-winged Babbler,15,00:10:24,07:10:24 AM,A,NA
7191,19_01_30_2,VJR 2,Squirrel,10,00:10:36,07:10:36 AM,A,"squirrel not very big with thin feathery tail. AD129, AD130"
7192,19_01_30_2,VJR 2,Brown Fulvetta,40,00:11:31,07:11:31 AM,A,NA
7193,19_01_30_2,VJR 2,Short-tailed Babbler,30,00:11:45,07:11:45 AM,A,NA
7194,19_01_30_2,VJR 2,Black-and-yellow Broadbill,25,00:14:02,07:14:02 AM,A,NA
7195,19_01_30_2,VJR 2,Spectacled Bulbul,20,00:14:04,07:14:04 AM,A,NA
7196,19_01_30_2,VJR 2,Dicaeidae,30,00:15:46,07:15:46 AM,A,NA
7197,19_01_30_2,VJR 2,Great Argus,35,00:15:57,07:15:57 AM,A,until min 16. Hauw-sound
7198,19_01_30_2,VJR 2,NA,NA,00:16:21,07:16:21 AM,A,NA
7199,19_01_30_2,VJR 2,NA,40,00:16:57,07:16:57 AM,A,NA
7200,19_01_30_2,VJR 2,Picidae,30,00:18:12,07:18:12 AM,A,NA
7201,19_01_30_2,VJR 2,Banded Broadbill,20,00:18:34,07:18:34 AM,A,also at 19:25
7202,19_01_30_2,VJR 2,Bar-winged Flycatcher-shrike,25,00:19:07,07:19:07 AM,A,NA
7203,19_01_30_2,VJR 2,Little Spiderhunter,15,00:19:54,07:19:54 AM,A,NA
7204,19_01_30_3,VJR 2,Ashy Tailorbird,20,00:00:10,08:00:10 AM,A,NA
7205,19_01_30_3,VJR 2,Arachnothera,12,00:00:11,08:00:11 AM,A,"AD131, AD132"
7206,19_01_30_3,VJR 2,Dicaeidae,NA,00:00:14,08:00:14 AM,A,NA
7207,19_01_30_3,VJR 2,Pygmy Squirrel,NA,00:00:49,08:00:49 AM,A,NA
7208,19_01_30_3,VJR 2,White-crowned Shama,NA,00:01:00,08:01:00 AM,A,NA
7209,19_01_31_1,Riparian 2,NA,NA,NA,NA,NA,NA
7210,19_01_31_2,Riparian 2,NA,NA,NA,NA,NA,NA
7211,19_01_31_3,Riparian 2,Plaintive Cuckoo,25,00:04:11,06:04:11 AM,A,NA
7212,19_01_31_3,Riparian 2,Short-toed Coucal,35,00:06:02,06:06:02 AM,A,NA
7213,19_01_31_3,Riparian 2,Bornean Gibbon,400,00:06:30,06:06:30 AM,A,NA
7214,19_01_31_3,Riparian 2,Chestnut-backed Scimitar Babbler,40,00:11:07,06:11:07 AM,A,NA
7215,19_01_31_3,Riparian 2,Asian Fairy Bluebird,17,00:16:13,06:16:13 AM,A,NA
7216,19_01_31_4,Riparian 2,Chestnut-backed Scimitar Babbler,35,00:00:04,07:00:04 AM,A,NA
7217,19_01_31_4,Riparian 2,Black-capped Babbler,30,00:00:30,07:00:30 AM,A,NA
7218,19_01_31_4,Riparian 2,NA,22,00:00:45,07:00:45 AM,A,NA
7219,19_01_31_4,Riparian 2,Arachnothera,17,00:04:43,07:04:43 AM,A,NA
7220,19_01_31_4,Riparian 2,Green Iora,20,00:05:07,07:05:07 AM,A,NA
7221,19_01_31_4,Riparian 2,NA,60,00:05:28,07:05:28 AM,A,NA
7222,19_01_31_4,Riparian 2,Bornean Gibbon,500,00:06:16,07:06:16 AM,A,NA
7223,19_01_31_4,Riparian 2,Black-capped Babbler,30,00:06:43,07:06:43 AM,A,unsure
7224,19_01_31_4,Riparian 2,Fluffy-backed Tit-babbler,35,00:08:27,07:08:27 AM,A,NA
7225,19_01_31_4,Riparian 2,Maroon-breasted Philentoma,40,00:10:39,07:10:39 AM,A,NA
7226,19_01_31_4,Riparian 2,Little Spiderhunter,3,00:14:29,07:14:29 AM,A,NA
7227,19_01_31_5,Riparian 2,Black-and-yellow Broadbill,35,00:00:15,08:00:15 AM,A,NA
7228,19_01_31_5,Riparian 2,Great Argus,70,00:00:22,08:00:22 AM,A,NA
